ItemID,PROD_CD,UnitPerCase,CaseWeight,UnitWeight,CaseDimensionL,CaseDimensionW,CaseDimensionH
PT/BLT,PT/BLT1745,0,0,0,0,0,0
PT0011,PT0011L,100,4,0.4,0,0,0
PT0011,PT0011M,100,6,0.06,0,0,0
PT0776,PT0776L,100,8,0.08,0,0,0
PT0776,PT0776M,100,12,0.12,0,0,0
PT100,PT100,0,0,0,0,0,0
PT101,PT101,0,0,0,0,0,0
PT102,PT102,0,0,0,0,0,0
PT103,PT103,0,0,0,0,0,0
PT104,PT104,0,0,0,0,0,0
PT105,PT105,0,0,0,0,0,0
PT106,PT106,0,0,0,0,0,0
PT107,PT107,0,0,0,0,0,0
PT108,PT108,0,0,0,0,0,0
PT109,PT109,0,0,0,0,0,0
PT110,PT110L,0,0,0,0,0,0
PT110,PT110M,0,0,0,0,0,0
PT110,PT110S,0,0,0,0,0,0
PT111,PT111,0,0,0,0,0,0
PT112,PT112,0,0,0,0,0,0
PT113,PT113RB,0,0,0,0,0,0
PT113,PT113RP,0,0,0,0,0,0
PT114,PT114,0,0,0,0,0,0
PT115,PT115,0,0,0,0,0,0
PT116,PT116,25,8,0.32,0,0,0
PT117,PT117,25,11,0.5,0,0,0
PT118,PT118,0,0,0,0,0,0
PT118,PT118/CIG/B,1,0,0,0,0,0
PT118,PT118/CIG/BS,1,0,0,0,0,0
PT118,PT118/CIG/C,1,0,0,0,0,0
PT118,PT118/CIG/H,1,0,0,0,0,0
PT118,PT118/CIG/TS,1,0,0,0,0,0
PT118,PT118/GOLD/C,1,0,0,0,0,0
PT118,PT118/MMI/B,1,0,0,0,0,0
PT118,PT118/MMI/H,1,0,0,0,0,0
PT118,PT118/MMI/S,1,0,0,0,0,0
PT118,PT118/OIM/B,1,0,0,0,0,0
PT1181,PT1181,1,0,0,0,0,0
PT1181,PT1181/W,1,0,0,0,0,0
PT1181,PT1181/W/B,1,0,0,0,0,0
PT119,PT119MB,100,25,0.25,12,15,12
PT119,PT119MBB,0,0,0,0,0,0
PT119,PT119MP,100,6,0.06,0,0,0
PT119,PT119MP/CAP,100,8,0.08,0,0,0
PT119,PT119RB,100,35,0.35,12,15,12
PT119,PT119RB1,1,0,0,0,0,0
PT119,PT119RBB,1,0,0,0,0,0
PT119,PT119RP,100,6,0.06,0,0,0
PT119,PT119RPL,1,0,0,0,0,0
PT120,PT120,0,0,0,0,0,0
PT121,PT121B,100,5,0.05,0,0,0
PT121,PT121C,100,5,0.05,0,0,0
PT122,PT122,0,0,0,0,0,0
PT123,PT123,0,0,0,0,0,0
PT123,PT123M,0,0,0,0,0,0
PT123,PT123S,0,0,0,0,0,0
PT124,PT124,0,0,0,0,0,0
PT125,PT125,0,0,0,0,0,0
PT126,PT126,0,0,0,0,0,0
PT127,PT127,0,0,0,0,0,0
PT128,PT128,1,0,0,0,0,0
PT129,PT129,1,0,0,0,0,0
PT130,PT130B,1,0,0,0,0,0
PT130,PT130D,1,0,0,0,0,0
PT131,PT131B,1,0,0,0,0,0
PT131,PT131D,1,0,0,0,0,0
PT132,PT132DB,0,0,0,0,0,0
PT132,PT132LB,0,0,0,0,0,0
PT132,PT132Y,0,0,0,0,0,0
PT133,PT133,0,0,0,0,0,0
PT134,PT134,0,0,0,0,0,0
PT1354,PT1354,0,0,0,0,0,0
PT135,PT135B,0,0,0,0,0,0
PT135,PT135W,0,0,0,0,0,0
PT136,PT136,0,0,0,0,0,0
PT137,PT137B,0,0,0,0,0,0
PT137,PT137C,0,0,0,0,0,0
PT138,PT138,0,0,0,0,0,0
PT139,PT139,0,0,0,0,0,0
PT140,PT140SV,0,0,0,0,0,0
PT140,PT140XB,0,0,0,0,0,0
PT141,PT141CL,100,12,0.12,0,0,0
PT141,PT141CM,100,20,0.2,0,0,0
PT141,PT141CM/SIL,1,0,0,0,0,0
PT141,PT141L,100,12,0.12,0,0,0
PT141,PT141M,100,20,0.2,0,0,0
PT142,PT142SV,0,0,0,0,0,0
PT142,PT142XB,0,0,0,0,0,0
PT1436,PT1436L,0,0,0,0,0,0
PT1436,PT1436M,0,0,0,0,0,0
PT1438,PT1438_M,0,0,0,0,0,0
PT1438,PT143B,200,29,0.15,0,0,0
PT143,PT143W,200,29,0.15,0,0,0
PT144,PT144B,200,24,0.12,0,0,0
PT144,PT144R,200,24,0.12,0,0,0
PT144,PT144W,200,24,0.12,0,0,0
PT145,PT145,50,32,0.64,26,7,18
PT1462,PT146,1,0,0,0,0,0
PT1461,PT1461,0,0,0,0,0,0
PT1462,PT1462,100,7,0.07,0,0,0
PT1462,PT1462L,100,5,0.05,0,0,0
PT147,PT147B,0,0,0,0,0,0
PT147,PT147Y,0,0,0,0,0,0
PT148,PT148,0,0,0,0,0,0
PT149,PT149,0,0,0,0,0,0
PT150,PT150,200,21,0.11,0,0,0
PT151,PT151,200,23,0.12,0,0,0
PT152,PT152B,0,0,0,0,0,0
PT152,PT152S,0,0,0,0,0,0
PT152,PT152Y,0,0,0,0,0,0
PT153,PT153G,50,42,0.85,29,14,8
PT153,PT153S,50,42,0.85,29,14,8
PT154,PT154G,50,35,0.7,0,0,0
PT154,PT154S,50,35,0.7,0,0,0
PT155,PT155G,0,0,0,0,0,0
PT155,PT155S,0,0,0,0,0,0
PT156,PT156G,100,15,0.15,0,0,0
PT156,PT156S,100,15,0.15,0,0,0
PT1576,PT1576,0,0,0,0,0,0
PT1576,PT1576L,0,0,0,0,0,0
PT1579,PT1579,1,9,0.09,0,0,0
PT1579,PT1579/AIR/B,1,0,0,0,0,0
PT1579,PT1579/PER/B,0,0,0,0,0,0
PT1579,PT1579/SIL,0,0,0,0,0,0
PT1579,PT1579L,100,5,0.05,0,0,0
PT1579,PT1579LS,0,0,0,0,0,0
PT1579,PT1579MS,1,0,0,0,0,0
PT157,PT157G,100,15,0.15,0,0,0
PT157,PT157S,100,15,0.15,0,0,0
PT158,PT158,100,18,0.18,0,0,0
PT1580,PT1580L/ANT,100,8,0.08,0,0,0
PT1580,PT1580L/SIL,100,8,0.08,0,0,0
PT1580,PT1580L/TIT,100,8,0.08,0,0,0
PT1580,PT1580M/ANT,100,13,0.13,0,0,0
PT1580,PT1580M/SIL,100,13,0.13,0,0,0
PT1580,PT1580M/TIT,100,13,0.13,0,0,0
PT1581,PT1581L/SIL,100,8,0.08,0,0,0
PT1581,PT1581L/TIT,100,8,0.08,0,0,0
PT1581,PT1581M/SIL,100,11,0.11,0,0,0
PT1581,PT1581M/TIT,100,11,0.11,0,0,0
PT1585,PT1585L,100,8,0.08,0,0,0
PT1585,PT1585M,100,11,0.11,0,0,0
PT1587,PT1587L/2T,100,16,0.16,0,0,0
PT1587,PT1587L/SIL,100,16,0.16,0,0,0
PT1587,PT1587M/2T,100,25,0.25,0,0,0
PT1587,PT1587M/SIL,100,25,0.25,0,0,0
PT1588,PT1588L/GUN,100,16,0.16,0,0,0
PT1588,PT1588L/SIL,100,16,0.16,0,0,0
PT1588,PT1588M/GUN,100,25,0.25,0,0,0
PT1588,PT1588M/SIL,100,25,0.25,0,0,0
PT159,PT159,100,15,0.15,0,0,0
PT1598,PT1598,0,0,0,0,0,0
PT1600,PT1600L,0,0,0,0,0,0
PT1600,PT1600M,0,0,0,0,0,0
PT1602,PT1602L,0,0,0,0,0,0
PT1602,PT1602M,0,0,0,0,0,0
PT1605,PT1605L,0,0,0,0,0,0
PT1605,PT1605M,0,0,0,0,0,0
PT1608,PT1608L,0,0,0,0,0,0
PT1608,PT1608M,0,0,0,0,0,0
PT160A,PT160A,0,0,0,0,0,0
PT161G,PT161G,0,0,0,0,0,0
PT1620,PT1620,0,0,0,0,0,0
PT1630,PT1630L,100,8,0.08,0,0,0
PT1630,PT1630M,100,12,0.12,0,0,0
PT1633L,PT1633L,0,0,0,0,0,0
PT164,PT164,0,0,0,0,0,0
PT1667,PT1667L,100,5,0.05,0,0,0
PT1667,PT1667M,100,7,0.07,0,0,0
PT168,PT1681L,0,0,0,0,0,0
PT168,PT1681M,0,0,0,0,0,0
PT1684,PT1684,0,0,0,0,0,0
PT169,PT169,0,0,0,0,0,0
PT171,PT171,40,30,0.75,16,12,20
PT172,PT172,20,17,0.85,17.5,14.5,11.5
PT173,PT173,60,41,0.7,20.5,16.5,14.5
PT174,PT174,40,29,0.75,0,0,0
PT175,PT175,30,20,0.7,0,0,0
PT176,PT176,250,36,0.144,0,0,0
PT177,PT177,250,36,0.15,0,0,0
PT178,PT178,250,39,0.16,0,0,0
PT179,PT179,250,38,0.16,15,12,12
PT180,PT180,100,33,0.35,0,0,0
PT181,PT181,60,43,0.72,0,0,0
PT182,PT182/B,200,29,0.15,0,0,0
PT182,PT182/S,200,29,0.15,0,0,0
PT182,PT183BU,500,28,0.06,0,0,0
PT183,PT183R,500,28,0.06,0,0,0
PT184,PT184,120,39,0.35,0,0,0
PT184,PT1847_2T,1,0,0,0,0,0
PT185,PT185,1,0,0,0,0,0
PT186,PT186,100,27,0.3,0,0,0
PT187,PT187,40,40,1,0,0,0
PT188,PT188/BLU,400,40,0.1,13,22,16
PT188,PT188/GRN,400,40,0.1,13,22,16
PT188,PT188/PNK,400,40,0.1,13,22,16
PT188,PT188/PUR,400,40,0.1,13,22,16
PT188,PT188/YEL,400,40,0.1,13,22,16
PT189,PT189,250,18,0.08,0,0,0
PT190,PT190,250,25,0.1,0,0,0
PT191,PT191,250,22,0.09,0,0,0
PT192,PT192,250,25,0.1,15,12,12
PT193,PT193,300,39,0.13,14,15,14
PT194,PT194,250,19,0.08,0,0,0
PT195,PT195,300,33,0.11,0,0,0
PT196,PT196,250,24,0.1,0,0,0
PT197,PT197,200,18,0.09,0,0,0
PT198,PT198,250,23,0.1,0,0,0
PT199,PT199,100,24,0.24,0,0,0
PT200,PT200,40,16,0.4,0,0,0
PT201,PT201/BLU,180,21,0.12,16,12,10
PT201,PT201/RED,180,21,0.12,16,12,10
PT201,PT201/WHT,180,21,0.12,16,12,10
PT202,PT202/BLK,200,40,0.17,13,11,16
PT202,PT202/WHT,240,40,0.17,0,0,0
PT203,PT203,500,34,0.07,0,0,0
PT204,PT204/BLU,600,24,0.04,0,0,0
PT204,PT204/RED,600,24,0.04,16,14,13
PT204,PT204/YEL,600,24,0.04,16,14,13
PT206,PT206,300,34,0.12,16,15,13
PT207,PT207,250,27,0.11,0,0,0
PT208,PT208,250,32,0.13,15,12,12
PT209,PT209,250,24,0.1,0,0,0
PT210,PT210,120,24,0.2,18,15,14
PT211,PT211,100,57,0.6,0,0,0
PT212,PT212,250,32,0.13,0,0,0
PT213,PT213,200,40,0.2,12,13,17
PT214,PT214,200,25,0.13,12,8.5,14
PT214,PT2144L,1,0,0,0,0,0
PT214,PT2144M,1,0,0,0,0,0
PT215,PT215,200,20,0.1,8,12,8.5
PT216,PT216,200,17,0.085,9.5,6,11
PT2164,PT2164L,100,15,0.15,0,0,0
PT2164,PT2164M,100,25,0.25,0,0,0
PT217,PT217,200,19,0.1,8,12,8.5
PT218,PT218,120,22,0.19,5,7.5,13.5
PT219,PT219,192,44,0.23,0,0,0
PT2192,PT2192L,100,4,0.04,0,0,0
PT2192,PT2192L0SILVER,0,0,0,0,0,0
PT2192,PT2192M,100,7,0.07,0,0,0
PT220,PT220,130,30,0.24,0,0,0
PT221,PT221,120,44,0.37,0,0,0
PT222,PT222,240,46,0.2,0,0,0
PT223,PT223,432,38,0.09,0,0,0
PT224,PT224,288,35,0.13,0,0,0
PT225,PT225,250,40,0.16,0,0,0
PT226,PT226,20,29,1.45,12.5,19.25,11.5
PT227,PT227,1,0,0,0,0,0
PT228,PT228,50,20,0.4,12,11,21
PT229,PT229,50,23,0.46,20,11,20
PT230,PT230,100,32,0.32,16.5,21,13
PT231,PT231,200,26,0.13,12.5,9,19.5
PT232,PT232,200,17,0.09,16,12,10
PT233,PT233,200,19,0.1,16,12,10
PT234,PT234,200,16,0.08,16,12,10
PT235,PT235/WHT,200,23,0.12,14,16,17
PT235,PT235/YEL,200,23,0.12,14,16,17
PT236,PT236/BLU,200,32,0.16,13,17,14
PT236,PT236/WHT,200,32,0.16,13,17,14
PT237,PT237,200,18,0.09,16,12,10
PT238,PT238,200,8,0.04,0,0,0
PT2486,PT2486,1,0,0,0,0,0
PT2522,PT2522L,0,0,0,0,0,0
PT2522,PT2522M,0,0,0,0,0,0
PT2624,PT2624,0,0,0,0,0,0
PT2654,PT2654G,1,0,0.08,0,0,0
PT2654,PT2654S,1,0,0.08,0,0,0
PT2790,PT2790,0,0,0,0,0,0
PT281,PT281/BLK,200,18,0.09,16,12,10
PT281,PT281/SLV,200,18,0.09,16,12,10
PT282,PT282/BLK,200,21,0.105,16,12,10
PT282,PT282/SLV,200,21,0.105,16,12,10
PT283,PT283/BLK,200,17,0.09,16,12,10
PT283,PT283/SLV,200,17,0.09,16,12,10
PT284,PT284/BLK,200,21,0.105,16,12,10
PT284,PT284/SLV,200,21,0.105,16,12,10
PT285,PT285/BLK,200,19,0.1,16,12,10
PT285,PT285/SLV,200,19,0.09,16,12,10
PT286,PT286/BLK,200,19,0.1,16,12,10
PT286,PT286/SLV,200,19,0.1,16,12,10
PT287,PT287/BLK,200,18,0.09,16,12,10
PT287,PT287/SLV,200,18,0.09,16,12,10
PT288,PT288/BLK,200,18,0.09,16,12,10
PT288,PT288/SLV,200,18,0.09,16,12,10
PT289,PT289,50,26,0.52,13,9,21
PT290,PT290,40,25,0.63,14,10,17
PT291,PT291,50,24,0.48,20,8,14
PT291,PT292,40,26,0.65,17,9,17
PT293,PT293,50,27,0.54,13,9,21
PT294,PT294,40,26,0.65,14,10,17
PT295,PT295,200,12,0.06,9,11,17
PT296,PT296,200,13,0.07,9,11,17
PT297,PT297,200,30,0.15,9,11,17
PT298,PT298,100,30,0.3,6,10,23
PT298,PT2987S,100,25,0.25,0,0,0
PT298,PT2987T,100,25,0.25,0,0,0
PT299,PT299,100,26,0.26,6,10,23
PT2995,PT2995,1,6,0.05,0,0,0
PT300,PT300,1,0,0,0,0,0
PT301,PT301,1,0,0,0,0,0
PT302,PT302,1,0,0,0,0,0
PT303,PT303,1,0,0,0,0,0
PT304,PT304,1,0,0,0,0,0
PT305,PT305,1,0,0,0,0,0
PT306,PT306,1,0,0,0,0,0
PT307,PT307,1,0,0,0,0,0
PT308,PT308,1,0,0,0,0,0
PT309,PT309,1,0,0,0,0,0
PT310,PT310,1,0,0,0,0,0
PT311,PT311,1,0,0,0,0,0
PT3111,PT3111G,100,5,0.05,0,0,0
PT3111,PT3111S,100,5,0.05,0,0,0
PT312,PT312,1,0,0,0,0,0
PT313,PT313,1,0,0,0,0,0
PT3149,PT3149,0,0,0,0,0,0
PT3214,PT3214,100,23,0.23,0,0,0
PT3215,PT3215,100,23,0.23,0,0,0
PT3126,PT3216L,1,0,0,0,0,0
PT3126,PT3216M,1,0,0,0,0,0
PT3240,PT3240,100,10,0.1,0,0,0
PT3241,PT3241L,100,15,0.15,0,0,0
PT3241,PT3241M,100,25,0.3,0,0,0
PT3242,PT3242L,100,15,0.15,0,0,0
PT3242,PT3242M,100,25,0.25,0,0,0
PT3243,PT3243,100,20,0.2,0,0,0
PT3245,PT3245L,100,4,0.04,0,0,0
PT3245,PT3245M,100,7,0.07,0,0,0
PT3246,PT3246,1,0,0,0,0,0
PT3248D,PT3248DL,100,5,0.05,0,0,0
PT3248D,PT3248DM,100,10,0.1,0,0,0
PT3248,PT3248L,100,5,0.05,0,0,0
PT3248,PT3248M,100,10,0.1,0,0,0
PT3249,PT3249L0G,100,5,0.05,0,0,0
PT3249,PT3249L0S,100,5,0.05,0,0,0
PT3249,PT3249M0G,100,8,0.08,0,0,0
PT3249,PT3249M0S,100,8,0.08,0,0,0
PT3334,PT3334,1,0,0,0,0,0
PT3437,PT3437B,1,0,0,0,0,0
PT3437,PT3437R,1,0,0,0,0,0
PT3444,PT3444G,100,5,0.05,0,0,0
PT3444,PT3444S,100,5,0.05,0,0,0
PT3449,PT3449,1,0,0,0,0,0
PT34490X,PT34490X,1,0,0,0,0,0
PT3450,PT3450,1,0,0,0,0,0
PT34500X,PT34500X,1,0,0,0,0,0
PT3452,PT3452,1,0,0,0,0,0
PT3453,PT3453,1,0,0,0,0,0
PT3454,PT3454,1,0,0,0,0,0
PT3456,PT3456,25,8,0.3,0,0,0
PT3460,PT3460,100,25,0.25,0,0,0
PT3461,PT3461,1,0,0,0,0,0
PT3462,PT3462,1,0,0,0,0,0
PT3468,PT3468B,1,0,0,0,0,0
PT3468,PT3468P,1,0,0,0,0,0
PT3468,PT3468PK,1,0,0,0,0,0
PT3468,PT3468R,1,0,0,0,0,0
PT3468,PT3468W,1,0,0,0,0,0
PT3469,PT3469,1,0,0,0,0,0
PT3473,PT3473,0,0,0,0,0,0
PT3473,PT3473/RED,0,0,0,0,0,0
PT3476,PT3476/R,1,0,0,0,0,0
PT3485,PT3485,1,0,0,0,0,0
PT3492,PT3492G,1,0,0,0,0,0
PT3492,PT3492S,1,0,0,0,0,0
PT3492,PT3492T,1,0,0,0,0,0
PT3493,PT3493,1,0,0,0,0,0
PT3495,PT3495,1,0,0,0,0,0
PT3496,PT3496B,1,0,0,0,0,0
PT3496,PT3496G,1,0,0,0,0,0
PT3496,PT3496P,1,0,0,0,0,0
PT3496,PT3496R,1,0,0,0,0,0
PT3496,PT3496S,1,0,0,0,0,0
PT3496,PT3496W,1,0,0,0,0,0
PT3508,PT3508G,100,13,0.13,0,0,0
PT3508,PT3508S,100,13,0.13,0,0,0
PT3508,PT3508T,100,13,0.13,0,0,0
PT3527,PT3527,1,0,0,0,0,0
PT3533,PT3533B,1,0,0,0,0,0
PT3533,PT3533PK,1,0,0,0,0,0
PT3533,PT3533R,1,0,0,0,0,0
PT3533,PT3533W,1,0,0,0,0,0
PT431202T,PT4312_2T,100,37,0.37,0,0,0
PT43120Silver,PT4312_SILVER,100,37,0.37,0,0,0
PT43400Black,PT4340/BLK,100,9.5,0.095,0,0,0
PT43400Blue,PT4340/BLU,100,9.5,0.095,0,0,0
PT43400Brown,PT4340/BRN,100,9.5,0.095,0,0,0
PT43470Black,PT4347/BLK,1,22,0.22,0,0,0
PT43470Brown,PT4347/BRN,1,22,0.22,0,0,0
PT43560Black,PT4356/BLK,100,24,0.24,0,0,0
PT43560Blue,PT4356/BLU,100,24,0.24,0,0,0
PT43560Purple,PT4356/PUR,100,24,0.24,0,0,0
PT43560Red,PT4356/RED,100,24,0.24,0,0,0
PT43560Royal,PT4356/ROYAL,100,24,0.24,0,0,0
PT43560White,PT4356/WHT,100,24,0.24,0,0,0
PT437102T,PT4371_2T,100,32,0.32,0,0,0
PT43710Silver,PT4371_SILVER,100,32,0.32,0,0,0
PW4001,PW4001/G,50,45,0.9,24,8,8
PW4001,PW4001/S,50,45,0.9,24,8,8
PW4002,PW4002/G,50,40,0.8,24,8,8
PW4002,PW4002/S,50,40,0.8,24,8,8
PW4003,PW4003/S,50,45,0.9,24,8,8
RC5003,RC5003,40,19,0.48,0,0,0
RC5004,RC5004/B,60,30,0.5,0,0,0
RC5004,RC5004/BU,60,30,0.5,0,0,0
RC5004,RC5004/P,60,30,0.5,0,0,0
RC5004,RC5004/R,60,30,0.5,0,0,0
RC5005,RC5005/BU,60,30,0.5,0,0,0
Rotary engrave,Rotary engrave,0,0,0,0,0,0
RUN CHARGE,RUN CHARGE,1,0,0,0,0,0
SERVICE,SERVICE,0,0,0,0,0,0
SETUP,SETUP,1,0,0,0,0,0
SHIP,SHIP,0,0,0,0,0,0
SILK SCREEN,SILK SCREEN,1,0,0,0,0,0
SOPHI,SOPHI,100,5,0.05,0,0,0
SOPHI,SOPHI0L,0,0,0,0,0,0
SOPHI,SOPHI0M,0,0,0,0,0,0
SP105,SP1006/GRN,40,23,0.58,0,0,0
SP106,SP1006/ORG,40,23,0.58,0,0,0
SP106,SP1006/RED,40,23,0.58,0,0,0
SP105,SP105/BLK,40,23,0.58,18,22,15
SP105,SP105/SLV,40,23,0.58,18,22,15
SP105,SP105/TIT,100,48,0.58,18,16,19
SP105,SP105/WHT,100,55,0.55,20,17,16
SP106,SP106/BLK,40,23,0.58,18,22,15
SP106,SP106/GRN,40,23,0.58,18,22,15
SP106,SP106/ORG,40,23,0.58,0,0,0
SP106,SP106/RED,40,23,0.58,0,0,0
SP106,SP106/WHT,40,23,0.58,23,17,16
SPORT,SPORT,1,0,0,0,0,0
SPORT,SPORT/B,100,6,0.06,0,0,0
SPORT,SPORT/RED/S,0,0,0,0,0,0
SPORT,SPORT/T,100,6,0.06,0,0,0
SPORT,SPORT0M/WH,0,0,0,0,0,0
TIN_CASE,TIN_CASE,100,20,0.2,19,14,15
TM5006,TM5006,24,20,0.84,20,15,11.5
Y3245,Y3245,1,0,0,0,0,0
